,name,rest_id,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),rating_encoded
5433,Happy Belly Bakes,2046.0,Online,booking_not_available,4.2,115.0,MG Road,"Cafe, Bakery","Hot Chocolate, Waffles, Brownie, Chicken Pizza, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500.0,Delivery,18.0
5437,Tea Journey,2047.0,Online,booking_not_available,3.8,71.0,Indiranagar,Cafe,"Ginger Tea, Chai, Pasta, Maggi, Vada Pav, Pizza, Sandwich",Cafe,500.0,Delivery,18.0
5438,Baba Da Dhaba,2048.0,Offline,booking_available,4.1,373.0,Brigade Road,Casual Dining,"Butter Chicken, Dal Makhani, Chicken Curry, Tandoori Chicken, Mix Veg, Biryani, Naan",North Indian,650.0,Delivery,21.0
5441,Ging - Royal Orchid Central,2049.0,Online,booking_available,4.3,225.0,MG Road,"Bar, Casual Dining","Paneer Satay, Beer, Creme Brulee, Crispy Prawns",Asian,2000.0,Delivery,21.0
5442,Masala Central,2050.0,Online,booking_not_available,3.7,74.0,Frazer Town,Quick Bites,"Sandwiches, Tea, Masala Chai, Pasta, Maggi, Sandwich, Chicken Burger",North Indian,300.0,Delivery,19.0
5449,Driven Cafe,2051.0,Online,booking_not_available,3.4,122.0,Residency Road,Cafe,"Coffee, Fries, Cappuccino, Margherita Pizza","Cafe, Beverages, Fast Food",600.0,Delivery,17.0
5450,Ta'aam,2052.0,Online,booking_not_available,4.1,402.0,Cunningham Road,Casual Dining,"Laham Mandi, Mutton Chops, Biryani, Mutton Soup, Naan, Paneer Tikka, Jeera Rice","North Indian, Mughlai, Arabian, Chinese",750.0,Delivery,9.0
5452,Coastal Delight,2053.0,Online,booking_not_available,4.1,198.0,Indiranagar,Casual Dining,"Sea Food, Neer Dosa, Murgh Ghee Roast, Chicken Sukha, Chicken Curry, Prawn Ghee Roast, Fish Fry","Seafood, South Indian, North Indian, Mangalorean, Chinese",650.0,Delivery,17.0
5456,Taipan,2054.0,Online,booking_not_available,3.5,126.0,Frazer Town,Casual Dining,"Noodles, Dragon Chicken, Chop Suey","Chinese, Momos",700.0,Delivery,10.0
5463,Gelato Italiano,2055.0,Online,booking_not_available,3.0,40.0,Brigade Road,Dessert Parlor,"Belgian Chocolate, Waffle Cone, Tiramisu","Ice Cream, Bakery, Desserts",200.0,Delivery,17.0
5464,OCEA HOTEL,2056.0,Online,booking_not_available,3.7,279.0,Brigade Road,Casual Dining,"Sea Food, Fish, Murgh Ghee Roast, Crabmeat Soup, Jeera Rice, Prawn, Chicken Grill","North Indian, Chinese, Seafood",800.0,Delivery,18.0
5465,Vietnamese Kitchen,2057.0,Online,booking_available,4.1,523.0,Indiranagar,Casual Dining,"Pho, Pad Thai, Jasmine Tea, Spring Roll, Chocolate Shake, Thai Green Curry, Momos","Chinese, Vietnamese, Momos, Thai",800.0,Delivery,24.0
5469,Troll,2058.0,Online,booking_not_available,3.8,102.0,Indiranagar,Dessert Parlor,"Ice Cream Roll, Oreo Ice Cream, Rolls, Chocolate Peanut Butter, Nutella Cookie","Desserts, Ice Cream",300.0,Delivery,21.0
5470,Bhavani Sri,2059.0,Online,booking_not_available,3.0,110.0,Indiranagar,Casual Dining,Chicken Biryani,"Andhra, Biryani, Seafood",700.0,Delivery,24.0
5471,Cafe Cerrise,2060.0,Online,booking_not_available,3.8,96.0,Ulsoor,Cafe,"Bannoffee Pie, Pasta, Sandwiches, Salsa, Sandwich, Salads, Pita Bread","Cafe, Continental, Salad",600.0,Delivery,17.0
5472,Meaza Ginger Multi Cuisine Restaurant,2061.0,Online,booking_not_available,3.6,91.0,Indiranagar,Casual Dining,"Biryani, Chicken Curry, Kerala Parotta, Appam, Chicken Grill","North Indian, Chinese, South Indian, Kerala",550.0,Delivery,22.0
5473,Mamma Mexicana,2062.0,Online,booking_available,2.2,406.0,MG Road,Casual Dining,"Nachos, Pizza, Margarita, Mushroom Soup, Tacos, Tortilla Soup, Chicken Burritos",Mexican,1000.0,Delivery,21.0
5476,Chutney Chang,2063.0,Online,booking_available,4.2,4732.0,Church Street,Casual Dining,"Chaat, Chocolate Wonton, Apple Pie, Raj Kachori, Caramel Custard, Momos, Chicken Curry","North Indian, Chinese, BBQ",1500.0,Delivery,22.0
5478,Amritsari Kulcha Bite,2064.0,Online,booking_not_available,3.9,101.0,Ulsoor,Quick Bites,"Lassi, Amritsari Kulcha, Chole",North Indian,150.0,Delivery,25.0
5482,Gobble Up Churros Cafe,2065.0,Online,booking_not_available,3.8,37.0,Ulsoor,Casual Dining,"Churros, Empanadas","Beverages, Cafe, Desserts, Spanish, Bakery",400.0,Delivery,17.0
5484,Tempura Restaurant,2066.0,Offline,booking_not_available,3.9,122.0,Brigade Road,Casual Dining,"Chicken Manchurian, Thukpa, Chicken Momo, Veg Momos, Tea, Veg Thupka","Japanese, Chinese, Tibetan, Momos",500.0,Delivery,22.0
5486,Red Onion,2067.0,Online,booking_available,4.3,550.0,Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab",1200.0,Delivery,15.0
5487,Shalimar,2068.0,Online,booking_not_available,4.0,153.0,Indiranagar,Casual Dining,"Sea Food, Murgh Ghee Roast, Masala Peanuts, Beer, Roti","North Indian, Chinese, Seafood",700.0,Delivery,22.0
5488,Deshi Fusion Pizza,2069.0,Online,booking_not_available,3.3,73.0,Old Madras Road,Delivery,Pizza,"Pizza, Chinese, Rolls",750.0,Delivery,18.0
5490,Oh! Calcutta,2070.0,Online,booking_available,4.4,1110.0,Church Street,"Casual Dining, Bar","Fish, Curry Crab, Mocktails, Luchi, Kosha Mangsho, Sea Food, Daab Chingri","Bengali, Seafood",1200.0,Delivery,24.0
5491,Panchavati Gaurav Thali,2071.0,Online,booking_available,4.0,929.0,Brigade Road,Casual Dining,"Veg Thali, Dahi Vada, Malpua, Rajasthani Thali, Rabri, Buttermilk, Jalebi","Rajasthani, Gujarati",800.0,Delivery,20.0
5492,Aagaman Veg,2072.0,Online,booking_not_available,4.0,558.0,Indiranagar,Casual Dining,"Jalebi, Lunch Buffet, Dal Kichadi, Panneer Butter Masala, Crispy Corn, Dal Makhani, Gulab Jamun","North Indian, Chinese, South Indian",900.0,Delivery,22.0
5493,Fatso's,2073.0,Online,booking_not_available,3.8,72.0,Brigade Road,Cafe,"Sandwich, Garlic Bread, Brownie, Potato Wedges, French Fries","Cafe, American, Italian, Burger",650.0,Delivery,19.0
5494,Salt Mango Tree,2074.0,Online,booking_available,4.1,247.0,Indiranagar,Casual Dining,"Kerala Parotta, Appam, Buttermilk, Biryani, Chicken Fry, Beef Fry, Fish Curry",Kerala,800.0,Delivery,22.0
5495,MISU,2075.0,Online,booking_available,4.6,1211.0,St. Marks Road,"Casual Dining, Bar","Sushi, Dumplings, Khau Suey, Noodles, Cocktails, Virgin Mojito, Drunken Beef","Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",1700.0,Delivery,10.0
5496,Mainland China,2076.0,Online,booking_available,4.5,1394.0,Church Street,"Casual Dining, Bar","Hunan Tofu, Noodles, Jumbo Prawns, Jasmine Tea, Chicken Momo, Cocktails, Momos","Chinese, Momos",1700.0,Delivery,28.0
5497,Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,2077.0,Online,booking_not_available,3.9,463.0,Ulsoor,"Cafe, Casual Dining","Chocolate Shake, Wine, Burgers, Sangria, Paratha, Pasta, Fish","Cafe, American, Continental, Steak",800.0,Delivery,24.0
5498,RockSalt,2078.0,Online,booking_available,4.4,484.0,St. Marks Road,"Bar, Casual Dining","Roti, Cocktails, Chicken Biryani, Paratha, Dahi Ke Kabab, Jalebi, Chicken Tikka",Modern Indian,1900.0,Delivery,24.0
5499,The Rice Bowl,2079.0,Online,booking_available,4.3,500.0,Lavelle Road,"Casual Dining, Bar","Rice Bowl, Lamb, Chocolava, Rolls, Paneer Manchurian, Momos, Singapore Chicken","Chinese, Momos",1300.0,Delivery,24.0
5503,The Tao Terraces,2080.0,Online,booking_available,4.0,1912.0,MG Road,Casual Dining,"Salads, Cocktails, Khao Suey, Jumbo Prawns, Veg Sushi, Espresso Martini, Tom Yum Soup","Thai, Japanese, Korean, Burmese, Chinese",2100.0,Delivery,20.0
5507,Shezan,2081.0,Online,booking_not_available,4.1,391.0,Cunningham Road,Casual Dining,"Mudpie, Butter Naan, Mutton Biryani, Kulfi, Steak, Sweet Corn Soup, Beef Chilli","Chinese, Continental, North Indian, Mughlai, Steak",600.0,Delivery,18.0
5509,Oye Amritsar,2082.0,Online,booking_available,4.1,450.0,Church Street,Casual Dining,"Lassi, Aloo Paratha, Jalebi, Palak Paneer, Cheese Naan",North Indian,1000.0,Delivery,25.0
5510,Banjara Melting Pot,2083.0,Online,booking_available,4.2,474.0,Cunningham Road,Casual Dining,"Lamb Curry, Cocktails, Neer Dosa, Veg Starter, Prawn Ghee Roast, Chicken Biryani, Mocktails","North Indian, Chinese, Seafood",1700.0,Delivery,15.0
5514,Tandoor,2084.0,Online,booking_available,3.9,1361.0,MG Road,Fine Dining,"Mutton Biryani, Dal Makhani, Chicken Malai Tikka, Paneer Makhani, Faluda, Jal-jeera, Cocktails",North Indian,2100.0,Delivery,19.0
5516,Feast India Co.,2085.0,Online,booking_not_available,4.2,133.0,Cunningham Road,Casual Dining,"Naan, Phirni, Sheermal, Rasmalai, Chicken Tikka, Paneer Tikka, Galauti Kebab","Awadhi, Bengali, North Indian",1500.0,Delivery,23.0
5517,Hotel Green Tara,2086.0,Offline,booking_not_available,3.9,39.0,Brigade Road,Casual Dining,Momos,"Chinese, Tibetan, Momos",500.0,Delivery,22.0
5519,The Biere Club,2087.0,Online,booking_available,4.3,3484.0,Lavelle Road,"Pub, Microbrewery","Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Craft Beer, Meatballs","Continental, BBQ, Finger Food",1700.0,Delivery,19.0
5521,Bangalore Mandarin,2088.0,Online,booking_not_available,4.2,974.0,Indiranagar,Casual Dining,"Lime Soda, Crispy Chicken, Kung Pao Chicken, Hakka Noodles, Veg Manchow Soup, Clear Soup, Singapore Noodles","Chinese, Seafood",1100.0,Delivery,11.0
5523,Mahesh Lunch Home,2089.0,Online,booking_available,4.1,860.0,Residency Road,Casual Dining,"Sea Food, Neer Dosa, Crab Ghee Roast, Jumbo Prawns, Thali, Crab Butter, Crab Masala","Seafood, Mangalorean, North Indian, Chinese",1400.0,Delivery,22.0
5524,Bheema's,2090.0,Online,booking_not_available,4.0,779.0,Church Street,Casual Dining,"Thali, Mutton Biryani, Mutton Fry, Chilli Chicken, Chicken Biryani, Andhra Meal, Vegetable Biryani",Andhra,650.0,Delivery,24.0
5525,Bon Sante,2091.0,Online,booking_not_available,3.6,104.0,Brigade Road,Cafe,"Burgers, Sandwiches, Fries, Pasta, Tea, Chicken Curry, Fried Rice","Cafe, Continental, Italian",800.0,Delivery,22.0
5527,Hatti Punjab Di,2092.0,Offline,booking_not_available,3.4,8.0,Brigade Road,Quick Bites,"Tandoori Chicken, Butter Chicken, Garlic Naan",North Indian,450.0,Delivery,14.0
5531,Chung Wah,2093.0,Online,booking_not_available,4.0,360.0,Residency Road,Casual Dining,"Jasmine Tea, Spring Roll, Golden Fried Prawns, Hakka Noodles, Hunan Chicken Gravy, Drunken Chicken Wings, Dragon Rolls","Chinese, Thai, Momos, Vietnamese",1000.0,Delivery,7.0
5533,Danny Lambas Punjabi Dhaba,2094.0,Online,booking_not_available,3.5,98.0,Indiranagar,Casual Dining,"Tandoori Chicken, Paneer Makhani, Mutton Roganjosh, Paratha, Aloo Jeera, Butter Chicken","North Indian, Chinese, Biryani",600.0,Delivery,24.0
5536,The Charcoal Factory,2095.0,Online,booking_not_available,4.1,290.0,Koramangala 6th Block,Quick Bites,"Burgers, Cheesy Pizza, Chips, Fries, Rice Bowl, White Sauce Pasta, Chicken Wings","Burger, Pizza, Momos",600.0,Delivery,24.0
5537,Chung's Chinese Corner,2096.0,Online,booking_not_available,3.3,201.0,Cunningham Road,Casual Dining,"Noodles, Honey Chilli Chicken, Crispy Chilli Chicken",Chinese,700.0,Delivery,22.0
5540,Fat Buddha,2097.0,Online,booking_available,4.0,455.0,Cunningham Road,Casual Dining,"Crab Soup, Noodles, Wine, Spicy Crabmeat Soup, Manchow Soup, Momos, Sea Food","Chinese, Thai",1000.0,Delivery,30.0
5542,Teppan Japanese Grill & Sushi Bar,2098.0,Online,booking_not_available,4.3,901.0,Ulsoor,Casual Dining,"Maki Roll, Jumbo Prawns, Fish, Rolls, Sashimi, Miso Soup, Maki Sushi",Japanese,2000.0,Delivery,21.0
5543,New Prashanth Hotel,2099.0,Online,booking_not_available,3.7,50.0,Majestic,Casual Dining,"Biryani, Ragi Mudde, Chicken Curry","South Indian, Biryani, Chinese, North Indian",750.0,Delivery,21.0
5545,The Only Place,2100.0,Online,booking_available,4.2,2923.0,Church Street,Casual Dining,"Steak, Burgers, Meatballs, Apple Pie, Salads, Bruschettas, Chicken Sizzler","Italian, American, Steak, Continental, BBQ, Salad",1000.0,Delivery,20.0
5546,Anupam's Coast II Coast,2101.0,Online,booking_available,4.1,853.0,Church Street,Casual Dining,"Murgh Ghee Roast, Sea Food, Neer Dosa, Fish, Prawn Ghee Roast, Appam, Ghee Roast Paneer","Seafood, Mangalorean, North Indian, Chinese",1400.0,Delivery,19.0
5547,BabaYaga's,2102.0,Online,booking_available,4.1,207.0,Indiranagar,"Bar, Casual Dining","Cocktails, Masala Fries, Chicken Wings, Beer, Onion Rings, Pizza, Nachos","American, Finger Food",1500.0,Delivery,27.0
5550,Kudla - Hotel Ramanashree,2103.0,Online,booking_available,4.1,354.0,Richmond Road,Casual Dining,"Neer Dosa, Fish, Murgh Ghee Roast, Appam, Chicken Sukha, Crab Masala, Chicken Biryani","South Indian, Andhra, Chinese",1200.0,Delivery,20.0
5551,Ramana's,2104.0,Online,booking_available,4.0,378.0,Cunningham Road,Casual Dining,"Palak Soup, Mushroom Masala, Dal Makhani, Kebab Platter, Jal-jeera, Mushroom Soup, Roti","North Indian, Chinese, Healthy Food",850.0,Delivery,23.0
5552,Ebony,2105.0,Online,booking_available,4.3,3126.0,MG Road,Casual Dining,"Appam, Khao Suey, Rabri, Chicken Biryani, Kebab Platter, Prawn, Pad Thai","North Indian, South Indian",1500.0,Delivery,24.0
5556,The Konkan - Seafood Restaurant,2106.0,Online,booking_available,4.4,218.0,St. Marks Road,Casual Dining,"Sea Food, Murgh Ghee Roast, Mocktails, Stuffed Pomfret, Sol Kadhi, Kokum Juice, Coconut Rice","Seafood, Konkan, Mangalorean",850.0,Delivery,23.0
5558,Hotel Tom's Restaurant,2107.0,Online,booking_available,4.4,712.0,Richmond Road,Casual Dining,"Appam, Sea Food, Fry Prawns, Dal Fry, Chicken Curry, Fish, Murgh Ghee Roast","Mangalorean, Seafood, Chinese, North Indian",1000.0,Delivery,20.0
5562,Fujan,2108.0,Online,booking_not_available,3.6,54.0,Frazer Town,Casual Dining,Chicken Noodle,"Chinese, Thai, Seafood",600.0,Delivery,20.0
5564,Raaga,2109.0,Online,booking_available,3.8,297.0,Indiranagar,Casual Dining,"Panner Tikka, Gajar Ka Halwa, Chicken Biryani, Thali, Lunch Buffet, Raita, Tandoori Aloo","North Indian, Chinese, Continental",1200.0,Delivery,22.0
5565,The Food Dude,2110.0,Online,booking_not_available,4.0,176.0,Koramangala 6th Block,Delivery,"Pizza, Burgers, Pasta, Chilli Paneer","Fast Food, Burger, Sandwich, Pizza",300.0,Delivery,23.0
5566,Lazio Steaks & More,2111.0,Online,booking_not_available,3.9,118.0,Frazer Town,Casual Dining,"Burgers, Beef Steak, Mutton Biryani, Pie, Mudpie, Cheesecake, Chicken Wings","Continental, Chinese, Steak",1000.0,Delivery,22.0
5567,The Humming Tree,2112.0,Online,booking_not_available,4.0,2418.0,Indiranagar,Lounge,"Sangria, Chicken Salad, Sandwiches, Cocktails, Pizza, Gnocchi, Chicken Satay","Fast Food, European",1400.0,Delivery,5.0
5568,Woodstok,2113.0,Online,booking_available,4.1,1053.0,Indiranagar,"Takeaway, Delivery","Buffalo Chicken Wings, Chips, Peri Peri Prawn, Cocktails, Mocktails, Pizza, Mushroom Soup","Continental, Italian, Steak, American",1400.0,Delivery,20.0
5569,ASEAN - On The Edge,2114.0,Online,booking_available,4.4,861.0,MG Road,Casual Dining,"Cocktails, Khao Suey, Mocktails, Salad, Malacca Curry, Beer, Beef Pho","Asian, Thai",1800.0,Delivery,17.0
5572,Friends Night Kitchen,2115.0,Online,booking_not_available,3.8,109.0,Koramangala 6th Block,"Takeaway, Delivery","Pizza, Burgers, Cheese Burger, Garlic Bread","Italian, Pizza",400.0,Delivery,19.0
5575,Retro Lounge Bar,2116.0,Offline,booking_available,3.8,108.0,Ulsoor,Bar,"Pepper Prawns, Fries, Chicken Biryani","North Indian, Chinese",1400.0,Delivery,24.0
5576,Kick Out the Jams,2117.0,Online,booking_not_available,4.0,528.0,Ejipura,Delivery,"Burgers, Pizza, Bacon Burger, Wings, Cheesecake, Chicken Burger, Pepperoni","Burger, American, Italian",350.0,Delivery,21.0
5577,Xian,2118.0,Online,booking_available,3.8,81.0,Ulsoor,Casual Dining,Noodles,"Chinese, Thai",800.0,Delivery,20.0
5583,Mummy Dhaba,2119.0,Online,booking_not_available,3.2,46.0,Ulsoor,Quick Bites,Dal Makhani,North Indian,300.0,Delivery,21.0
5585,Benjarong,2120.0,Online,booking_not_available,4.2,858.0,Ulsoor,Casual Dining,"Tom Yum Soup, Cocktails, Jasmine Rice, Clear Soup, Sea Food, Pad Thai, Lemongrass Tea","Thai, Asian",1800.0,Delivery,15.0
5586,Midnight Hunger Solutions 24/7,2121.0,Online,booking_not_available,2.1,252.0,Indiranagar,Delivery,"Mutton Biryani, Chilli Paneer, Chicken Biryani","North Indian, Mughlai, Chinese",500.0,Delivery,18.0
5587,Ente Keralam,2122.0,Online,booking_not_available,4.0,1096.0,Ulsoor,Casual Dining,"Appam, Fish, Mutton Stew, Cocktails, Egg Roast, Prawn Curry, Chicken Stew","Kerala, Seafood",1300.0,Delivery,24.0
5589,Nagarjuna,2123.0,Offline,booking_not_available,4.3,1773.0,Residency Road,Casual Dining,"Mutton Biryani, Chicken Biryani, Hyderabadi Biryani, Andhra Biryani, Mutton Keema Balls, Thali, Raita","Andhra, Biryani",800.0,Delivery,24.0
5590,Sunny's,2124.0,Offline,booking_available,4.1,1327.0,Lavelle Road,"Casual Dining, Bar","Penne Pasta, Pizza, Cocktails, Salads, Risotto, Sea Food, Crab Cake","European, Italian, Seafood, Continental",2100.0,Delivery,11.0
5591,Japan Travel Cafe Azuki,2125.0,Offline,booking_not_available,4.3,67.0,Residency Road,Cafe,"Miso Soup, Tempura","Cafe, Japanese",400.0,Delivery,24.0
5592,Little Chef,2126.0,Offline,booking_not_available,4.0,101.0,Richmond Road,Casual Dining,"Dragon Chicken, Hunan Chicken",Chinese,550.0,Delivery,21.0
5593,Canopy,2127.0,Offline,booking_not_available,3.0,107.0,MG Road,Casual Dining,Gulab Jamun,"North Indian, Continental, Chinese",800.0,Delivery,24.0
5594,Cafe @ Elanza,2128.0,Offline,booking_not_available,3.7,145.0,Richmond Road,"Casual Dining, Cafe","Breakfast Buffet, Omelette, Lunch Buffet, Pasta","Chinese, North Indian, Cafe",1000.0,Delivery,24.0
5596,Gundappa Donne Biryani,2129.0,Offline,booking_not_available,3.7,160.0,St. Marks Road,Quick Bites,"Mutton Biryani, Chilli Chicken, Pepper Chicken, Chicken Fry, Donne Chicken Biryani, Chicken Guntur, Chicken Kebab",Biryani,300.0,Delivery,16.0
5598,Nandhini Paradise,2130.0,Offline,booking_available,3.6,277.0,St. Marks Road,"Casual Dining, Bar","Murgh Ghee Roast, Veg Thali, Chicken Chettinad, Chicken Kshatriya, Mutton Chops, Hyderabadi Biryani, Roti","Andhra, Chinese, North Indian",800.0,Delivery,22.0
5600,Nagashree's,2131.0,Offline,booking_not_available,2.9,46.0,Shanti Nagar,Casual Dining,"Biryani, Mutton Chops","South Indian, North Indian, Fast Food",550.0,Delivery,22.0
5609,Kamat's Palate Korner,2132.0,Offline,booking_not_available,4.1,121.0,Richmond Road,Casual Dining,"Butter Chicken, Jeera Rice, Dal Makhani, Butter Naan, Tandoori Chicken, Rumali Roti, Panneer Butter Masala","North Indian, Chinese",600.0,Delivery,23.0
5611,Cafe Treat - The Pride Hotel,2133.0,Online,booking_not_available,4.1,119.0,Richmond Road,Casual Dining,"Cosmopolitan, Salads, Chaat, Coffee, Biryani, Dal Makhani, Butter Chicken","Continental, Asian, Italian",1000.0,Delivery,23.0
5620,In Wok,2134.0,Online,booking_not_available,3.6,118.0,Richmond Road,Casual Dining,"Chicken Lollipop, Crispy Spinach Chicken",Chinese,500.0,Delivery,21.0
5621,The Oriental Spice - Ashraya Hotel,2135.0,Online,booking_not_available,3.9,158.0,Infantry Road,Casual Dining,"Noodles, Lunch Buffet, Fish, Manchurian, Salads, Salad","Chinese, Thai, Indonesian",1300.0,Delivery,18.0
5622,Aromas Of South,2136.0,Online,booking_not_available,3.7,46.0,Race Course Road,Casual Dining,"Appam, Coffee",South Indian,1000.0,Delivery,19.0
5628,Tiger Trail - Ramada Hotel,2137.0,Online,booking_available,4.0,188.0,Shivajinagar,"Casual Dining, Bar","Biryani, Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani","North Indian, Lucknowi",1300.0,Delivery,24.0
5630,Manjit Da Dhaba,2138.0,Online,booking_not_available,4.3,783.0,Frazer Town,Quick Bites,"Lassi, Shahi Paneer, Kheer, Paneer Bhurji, Methi Paratha, Paneer Parantha, Stuffed Paratha",North Indian,300.0,Delivery,23.0
5632,Taj Hotel,2139.0,Online,booking_not_available,3.7,111.0,Shivajinagar,Casual Dining,"Ghee Rice, Mutton Biryani, Seekh Kebab, Paratha, Tandoori Chicken, Kalmi Kebab","North Indian, Chinese",550.0,Delivery,22.0
5633,Foody's,2140.0,Online,booking_not_available,3.8,170.0,Shanti Nagar,Quick Bites,"Paratha, Chaat, Masala Dosa, Pav Bhaji, Tea, Kulcha, Filter Coffee","North Indian, South Indian",250.0,Delivery,24.0
5635,Masala Oota,2141.0,Online,booking_not_available,3.6,79.0,Residency Road,Quick Bites,"Donne Chicken Biryani, Akki Rottis, Roti, Mutton Chops, Chicken Curry, Vada, Coffee","South Indian, Biryani",500.0,Delivery,14.0
5636,Kadai Crust - Amma Veetu Samayal,2142.0,Online,booking_not_available,3.8,263.0,Indiranagar,"Takeaway, Delivery","Egg Pepper Fry, Egg Curry, Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Kheema Dosa, Fish Fry","Chettinad, South Indian, Biryani",700.0,Delivery,19.0
5638,Fava,2143.0,Offline,booking_available,4.4,2039.0,Lavelle Road,"Casual Dining, Bar","Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Pasta, Sangria","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab",1200.0,Delivery,22.0
